character,user,makise
Rintaro,How can you be so calm!?,That’s how I am. Sorry. Now calm down.
Mayuri,"Okarin, are you okay?","What are you doing, Okabe!?"
Rintaro,We can’t just leave it like this! I have to do something!,Okabe...
Rintaro,"Kurisu. You’re good at remembering dates, aren’t you?","Huh? Well, sure..."
Rintaro,When did we throw that party for Suzuha?,Four days ago. August 9th.
Suzuha,"Being with you guys, even for just a little while... was great. I’m going to finish what you started, Dad. I promise. Well, see you in 35 years... though I guess it’ll only be a few hours for you guys. Ahaha! Change the future. Please.",Do you have a plan?
Rintaro,...ah.,"...see? You’re shaking. We’ve only been at it for two days and you’re already exhausted. We still have plenty of time to find the pin. You don’t have to be in such a hurry. If you collapse, what then? I won’t be worried about you, but Mayuri sure will. Take care of yourself. Got it?"
Itaru,"Whew, hee, why did I have to come along?","Same... here... haah, whew... the wind’s... too strong..."
Suzuha,"What a view! I thought this trip would be a waste of time at first, but I guess people need to take a break once in a while!",I’d rather... be working... on the time leap machine...
Mayuri,"You know, that was almost like Okarin saw the future!","You got a D-Mail, didn’t you?"
Mayuri,Wow... I’ve never seen it this empty...,Look at all that space. It’s hard to believe they fill this whole area during ComiMa.
Itaru,Isn’t there a restaurant nearby? Let’s take a break.,I can’t believe we have to bike all the way back. What a nightmare...
Itaru,"Whew, hee, why did I have to come along?","Same... here... haah, whew... the wind’s... too strong..."
Suzuha,"What a view! I thought this trip would be a waste of time at first, but I guess people need to take a break once in a while!",I’d rather... be working... on the time leap machine...
Itaru,Whoa! Th-that was close!,"Hey, are you okay?"
Itaru,"Man, what a shock. What was with that guy!? Crazy drivers. I should’ve checked the number! Then I could be like ’Reported!’","Nothing actually happened, so there’s not much point in reporting it."
Mayuri,Wow... I’ve never seen it this empty...,Look at all that space. It’s hard to believe they fill this whole area during ComiMa.
Itaru,Isn’t there a restaurant nearby? Let’s take a break.,I can’t believe we have to bike all the way back. What a nightmare...
Itaru,"Whew, hee, why did I have to come along?","Same... here... haah, whew... the wind’s... too strong..."
Suzuha,"What a view! I thought this trip would be a waste of time at first, but I guess people need to take a break once in a while, huh?",I’d rather... be working... on the time leap machine...
Rintaro,"Come on, what are you waiting for? If you want to do it, then do it.","Hey, Okabe. What’s gotten into you?"
Itaru,Haah... I quit cycling! Whoa! Th-that was close!,"Hey, are you okay?"
Rintaro,"You said you wanted to report him, so I’m giving you the opportunity.","I agree that Hashida could be a little less lazy, but you’re going way too far, Okabe."
Rintaro,"Shut up, you class rep wannabe.","Wh, what?"
Rintaro,Mayuri. Kurisu.,Wait... did you just say my name correctly?
Mayuri,Okeydokey!,I don’t need an escort from you. I can get back by myself.
Rintaro,"Mayuri, you really are a dummy. Just a thought, Mayuri, but don’t you think maybe you should stop coming to Akiba for a while? At least until ComiMa ends. Mayuri!?","So you’re the devoted type, huh?"
Rintaro,What’s that supposed to mean?,"All of a sudden, you’re treating Mayuri like a princess. Today you went to the station to meet her, you taste tested her lunch, and then you held her hand all the way back to the lab."
Mayuri,Okarin really loves Mayushii! Ehehe!,So what’s the deal?
Rintaro,I don’t follow.,Are you a couple or what? I’ve been meaning to ask.
Rintaro,Do we look like a couple?,Huh!? Uh... well... umm...
Rintaro,Don’t talk with your mouth full.,"So... you’re not a couple. Oh. Well, of course! No one would willingly date Okabe, after all."
Rintaro,"Pff. You disappoint me, Christina!",Hah? What are you talking about?
Rintaro,You have finally revealed your true nature. I saw how your eyes lit up at the first hint of romance! You’re nothing but a filthy mainstream girl! I bet you like to eat chocolate with your girlfriends and giggle about the latest celebrity love affair! Absurd! This lab has no need of the puppies and flowers in your head!,"What the hell are you on about, you self-proclaimed mad scientist chuunibyou nutcase?"
Suzuha,"The universe is like this piece of yarn. Countless possible worldlines exist side by side, branching out to infinity. When the meter reads over 1%, you’ve made it to the Beta worldline. If you escape the Alpha attractor field and reach the Beta worldline... then the result will change. Reach 1% divergence... and you’ll save Shiina Mayuri.",Okabe. Didn’t you say we weren’t going to experiment with the Time Leap Machine?
Rintaro,This is just in case.,In case what?
Rintaro,Mayuri! Come on! Get up!,Stop! Stop!
Attacker A,"Target A, Target C secured.","Run, Okabe! Run!"
Rintaro,"Kurisu, come with me a second.",What is it? You don’t normally say my name normally. That came out weird.
Rintaro,Please... help me.,...Now this is a shock. I never thought I’d hear those words from you. Do you have a fever?
Rintaro,No jokes. I seriously need your help.,"You time leaped, didn’t you?"
Rintaro,How much do you know?,How much do I know about what?
Rintaro,How about Suzuha being John Titor?,Eh!? It never even occurred to me.
Rintaro,... Have you finished the Time Leap Machine?,"What are you talking about? I finished it yesterday after an all-nighter, remember? When did you leap from?"
Rintaro,8 PM tonight.,"Hmmm... So basically, you win if you get the IBN 5100 back. This is just a guess... But maybe you should look at what Amane-san said from the opposite angle. I think the critical change takes place when you get the IBN 5100 and erase the data in SERN’s database. That instant is most likely when you’ll achieve divergence over 1%."
Rintaro,The problem is where the IBN 5100 is now.,"You’ve already found it once. That is, if your memories are real. If you can get back to the worldline where you first obtained it, then isn’t it bound to return to you?"
Rintaro,"I see... You’re right. The IBN 5100 was at the lab, and then it suddenly disappeared.","You threw a fit about that earlier. I remember thinking, ’Oh god, Okabe’s finally lost his ability to distinguish fantasy from reality.’"
Rintaro,"You’re such a wannabe American. What do you mean, ’oh god’? Oh, I get it. Chris-chan is a Chris-tian.",That’s terrible.
Rintaro,"...I regret it too. So, Christina... let me see if I understand what you’re saying. The changes we made to the worldline -- namely, all of the D-Mails we’ve sent -- must be reversed. That will return us to the worldline where I found the IBN 5100 at Yanabayashi Shrine.","It’s still a hypothesis. I only came to that conclusion based on your explanation. If you’re mistaking your facts, deceiving me, or shooting off delusions, then this hypothesis will fail. You can’t just blindly follow this hypothesis either. You may have a safety net, but if you get careless and leave yourself without a way out... Then you’ll never get another chance to save Mayuri."
Rintaro,What I don’t understand is how we delayed the timing of Mayuri’s death exactly 24 hours.,"True, that is interesting. Maybe it’s related to the change in divergence. It could be the Butterfly Effect. If that’s the case, any trivial change could produce a significantly deviant result."
Rintaro,"...You’re not worried about me, are you?","W-what!? Don’t be ridiculous! Why should I care!? I’m not worried about you, okay? Don’t get the wrong idea. I just don’t want to lose a valuable test subject, that’s all. Yeah! That brain of yours has accumulated memories spanning worldlines and time leaps. It’s a precious sample that can rewrite the history of neuroscience! I want to map your brain and find out just what’s going on in there. In other words, your time leaping helps me, too! After all, the Time Leap Machine is the fruit of my research, so to speak, and I--"
Rintaro,Christina. I’m going to give this plan of yours a shot.,Oh. G-great. Ah...
Rintaro,You’ve been a great help. Sorry for the trouble.,"D-don’t apologize, dummy. It’s confusing... And besides, I don’t even remember helping you before! How are you going to take responsibility for this!? I wish I could remember too... Then I’d always have something to rub your nose in!"
Rintaro,You really have an awful personality.,You’re one to talk.
Rintaro,Yeah!?,"Okabe! Can you hear me!? We called a taxi, but it’ll take some time to get there."
Viral Attacker B,There’s no point in hiding!,"I see. Then I’ll lecture you on how to escape. You’re in the same the place you were before, right? Scatter the flour and make a break for it. OK? Then switch on the light."
Mayuri,"’Course I do! You know that, Okarin. You’re so weird! Mayushii’s taking a break to prepare for ComiMa tomorrow.",Okabe? What are you doing? I thought we weren’t going to--
Rintaro,I won’t let you kill Mayuri! Whew...,This seems serious.
Rintaro,Yes. I have a difficult problem that requires... delicacy to resolve.,Delicacy? That’s like the exact opposite of what anyone expects from you.
Rintaro,"That’s why I want to ask a girl. Plus, you’re my assistant, so I need you to save my ass this instant.","Oh, you. Why do you need to ask a girl anyway? Urushibara-san is actually a guy? That’s totally ridiculous."
Rintaro,But it’s the truth. Was the truth.,"So basically, umm... She looked like Hashida?"
Rintaro & Kurisu,”Ugh.”,Unacceptable! There’s no way such a cute girl was a guy.
Rintaro,"Hey, hold your horses. I never said that Lukako looked like a guy. He actually looked pretty much the same. He was always androgynous, so much you couldn’t help but think he was secreting excess female hormones or something.",He looked like she does now? Acceptable. Anyway. You want to turn her back into a guy?
Rintaro,"Unless we do, Mayuri dies.",Mayuri’s life is tied to Urushibara-san’s gender... That’s so crazy it doesn’t seem real at all. Have you come up with a solution?
Rintaro,Of course. I’ll have Lukako turn back into a guy.,I don’t know if she’s going to appreciate that.
Rintaro,"That’s why I’m consulting you, so I can find a way to do this while hurting her the least. ...If only I hadn’t been so careless. I shouldn’t have let so many people send D-Mails.",Regret won’t change anything. There’s only one piece of advice I can give. Don’t say anything to Urushibara-san.
Rintaro,What do you mean?,"Based on what you’ve told me, you have the advantage this time. You already know the contents of the D-Mail. So you don’t have to tell her -- him? Ex-him? ...You don’t have to tell Urushibara-san. Just send the cancellation D-Mail."
Rintaro,You mean pose as Lukako and send the mail to her mother myself?,"If the worldline changes, then that will all be undone. In which case, ethical concerns don’t really matter."
Rintaro,Just one problem. I don’t know her mother’s pager number.,What!? Are you an idiot!? Why didn’t you write it down!?
Rintaro,I didn’t think I would need it!,What if you just ask for the pager number directly? Think up a good excuse.
Rintaro,That’s going to look suspicious...,"What are you so scared of? That’s not the vain and arrogant Okabe I know. Just make up some nonsense like you always do. I mean, you know how gullible she is, right? ...Wow, I hate myself for saying that. I’m a bad girl."
Rintaro,Maybe I should just tell her the truth. Sincerity will work better than underhanded tricks... I think.,"A mad scientist, sincere? That’s a good one. It’s more like you to say ’I’ll brainwash her, muhahaha!’."
Rintaro,"I will shoulder Lukako’s pain. That’s my responsibility. When I cancel that D-Mail, the fact that she was a girl will be undone. I’m the only one who can carry that burden.","So what are you talking to me for? Go to her now, and tell her what you told me."
Rintaro,Lukako! Wait!! ...,You raised a flag.
Rintaro,What are you talking about?,Don’t you get it? You raised a flag. Or I guess you could say you tripped over a flag that was already raised.
Rintaro,You mean a death flag?,"Why!? It’s a romance flag, genius."
Rintaro,Wha...!,"Urushibara-san likes you. When her beloved Hououin Kyouma told her she was a guy, it tore her pure maidenly heart into tiny little pieces. In other words, your plan was a massive failure. Love is trouble. There’s no formula for calculating people’s feelings. Too many unknowns to solve for. The direct approach was a mistake. It’ll be even harder to persuade her now. You should think of another way this time. Like asking her mother directly. Though I’m sure the Urushibara family already thinks of you as the man who made their daughter cry. So they might have their guard up."
Rintaro,Um... when do you think I first set off that romance flag?,How should I know?
Rintaro,"I mean, think about it. Lukako was a guy last week. If he already liked me at that point, then...","That’s just your perspective. From everyone else’s perspective, she was always a girl. It makes perfect sense. Think in terms of the current worldline. Anyway, there’s a bigger problem. Will changing Urushibara-san’s gender to male really bring the IBN 5100 back?"
Rintaro,"Something is different from the previous worldline. According to Lukako’s father, the IBN 5100 was definitely at Yanabayashi Shrine. Suzuha gave it to Faris’s dad. After he died, Faris donated it to Yanabayashi Shrine... That sequence is the same as on the worldline where I obtain the IBN 5100.","So you’re gradually approaching the original worldline. You know, I’ve been thinking. You really shouldn’t be able to change the worldline so easily."
Rintaro,What makes you say that?,"I mean, there are six billion people in the world. It doesn’t make sense that switching a single person’s gender could cause such a huge change in the worldline."
Rintaro,"According to Suzuha, taking different actions after a time leap will only change divergence by around 0.000001%, if at all. But when I canceled Faris’s D-Mail, there was a 0.05% change.",0.05% is pretty big. What did Amane-san have to say about that?
Rintaro,"The year 2010 is a major attractor field junction, and the key is whether or not I obtain an IBN 5100.","Maybe the divergence meter actually measures your distance to the IBN 5100... In any case, what you’re saying is that all of the D-Mails we sent had an influence on the IBN 5100’s location somehow?"
Rintaro,There were also some D-Mails that didn’t activate Reading Steiner.,"Hmmm. So just cancel the D-Mails that activated Reading Steiner, and the IBN 5100 might come back to you."
Rintaro,...Kiryu Moeka. So what should I do about Lukako?,"Well, you tripped a romance flag, so... Hmm... ...Ah! B-by the way, Okabe. Is there... someone you like?"
Rintaro,Not really.,Oh... okay.
Rintaro,Why do you ask?,"Ah, no, just wondering! There’s no hidden meaning, okay!?"
Rintaro,"Why are you mad? Also, your face is red.",Is not! A-anyway! You should go out with Urushibara-san!
Rintaro,...Seriously?,"Y-you don’t like anyone else, right? Then answer her feelings, you dummy."
Rintaro,Mayuri dies in two days. I don’t have time to play boyfriend.,Just go out with her.
Rintaro,...Seriously?,"If there’s nobody you like, then there’s no reason not to, is there? Get close and help her work through her feelings. Then she’ll probably tell you what you need to know."
Rintaro,Mayuri dies in two days. I don’t have time for that touchy-feely stuff.,"...Only consider this as a last resort. If you’re willing to hurt Urushibara-san, you can always take the information by force."
Mayuri,Retreat...?,Stop staring. You’re distracting me. How many times do I have to tell you?
Rintaro,"Genius neuroscientist, I need to talk to you.",Make it short.
Rintaro,I want you to come with me to Yanabayashi Shrine.,"Tell me why. If it’s a date or something, then I refuse."
Rintaro,S-so... I need you to explain the differences between the male brain and the female brain.,What.
Luka,Okabe-san... and Makise-san. Did you come to pray?,"A-ahem. Actually, we have something to talk to you about, Urushibara-san."
Luka,What might that be?,Did you know? Male and female brains are very different.
Luka,What...?,Male brains are right-dominant. Female brains are left-dominant.
Luka,Y-yeah...?,"By the way, the right brain handles image processing, spacial processing, and comprehensive judgment. The left brain handles things like language, and calculation. The right and left brains are connected by the corpus callosum, which is more developed in females. You know how people say that girls are better at multitasking? That can be explained by the development of the corpus callosum."
Luka,Uh... what...?,"Actually, these theories are kinda fringe. They’re not really that credible. So if you don’t mind, I’d like to do an experiment."
Luka,A-an experiment?,I want to try mapping your brain patterns to see if they’re more female or male.
Luka,What is mapping...?,"Brainwave mapping. We just take a sample of your brainwaves. Anyway, you’ll understand if you try it. Okay? Okay? It won’t hurt a bit."
Luka,N-no thanks...,"It’ll be okay, I promise. It won’t hurt a bit. Just come to the lab and we’ll--"
Rintaro,What kind of perverted old man are you!?,Fwahn! Wh-what!?
Rintaro,Don’t you what me! What did we come here for!? What are you going to do if you scare Lukako away!?,I’m just treating her like a valuable test sub--
Rintaro,"Go back to the lab, you experiment-loving girl!","Yeah, okay. So that’s the thanks I get for going out of my way to help you. I’m gone. You’re on your own now."
Rintaro,Christina! Please wake up!,"...Oh, shut up."
Mayuri,"Chris-chan, tutturu♪",... What is it?
Rintaro,... E-excuse me. I need a moment.,"Sup, you filthy normal?"
Rintaro,Who’s a normal? Think about how I feel for once. Did you hear what Lukako said just now?,No. Fill me in.
Rintaro,You weren’t listening!?,How am I supposed to listen from all the way over here?
Rintaro,She confessed. Until the 15th. Then back to manhood.,Roger. And? Why are you asking me? Just grant Urushibara-san’s wish.
Rintaro,B-but it’s Lukako!,"What’s wrong with her? I mean, look how cute she is."
Rintaro,But she’s a--,"Her being a guy might just be your imagination. From my perspective, she’s always been a girl."
Rintaro,Gh...,Just give up. Bye.
Rintaro,...Then I’ll come up with something by tomorrow.,"Well? Did you agree to go out with her? Well, I can kind of guess based on Urushibara-san’s reaction."
Rintaro,"Wait, you saw that!?","You told me to watch, didn’t you?"
Rintaro,...We’re going on a date tomorrow.,Yeah? Our insane mad scientist is dating a high school girl. That’s not insane at all.
Rintaro,Gh... What was that for!?,"Sorry. I didn’t mean to be snippy. I’m just a little irritated. You made this choice to save Mayuri. So I’ll change my way of thinking too. Anyway, do you have any plans for your date tomorrow? Well, do you?"
Rintaro,"...I have only one thing to say, assistant mine. I am the great Hououin Kyouma, a mad scientist with an IQ rivaling that of Isaac Newton himself!",And?
Rintaro,"Naturally, as a mad scientist, I have no interest in this thing mortals call love. My incredible brain is devoted to the destruction of the System that controls the world, and the birth of a new age of chaos!","You’re obviously a virgin, thank you ver--"
Rintaro,"Damn you, assistant! How dare you point out the truth so bluntly! I won’t forget this insult!",S-sorry...
Rintaro,And what about you!? Your experience must be vast indeed if you think you can lecture me about it!,Ugh...
Rintaro,"That’s what I thought! You spend all your time on research, so you’ve got zero experience, don’t you!? You must’ve been awfully lonely in America, huh!?",Shut up! What’s wrong with being a virgin!?
Rintaro,The genius girl who cried ’virgin’ at the center of Akiba...,"L-let’s get out of here! What’s important for a first date is to make a good impression. An unclean appearance is out of the question. A haircut is especially important. Long hair looks dirty, so it’s no good. For clothes, you should wear something exactly the right size. Though it may be trendy, especially in Akiba, for young men to wear baggy clothes, it looks sloppy, so it’s not good. On the first date, conversation tends to break due to mutual nervousness. What’s important is to play ’conversation catch’. One-sided conversations aren’t fun for the other side. Girls especially like to talk, so the guy should try to keep the conversation going. Not just by listening. Throwing in appropriate responses is also necessary. Responsiveness gives the girl the impression that you’re really listening to her. Basically, you need to be the opposite of yourself. Anyway, focus on acting normal for now. No more of that idiotic laughter. You’re too heavy-handed with girls. You talk too pompously. You fire off nonsensical delusions."
Rintaro,"Hey! You’re just reading out of a dating manual, so you’ve got no right to look down on me, you American virgin!",Who are you calling an American virgin?
Rintaro,Who else but you?,"Yeah, sure thing, virgin. There’s a saying. ’A fortress is judged by how many attacks it repulses; a soldier is judged by how many fortresses he takes.’"
Rintaro,That’s not a saying. Don’t look so proud of yourself.,"...You’re right. This is a dumb argument. Anyway, this dating manual actually says some pretty interesting things. Like ’when walking down the street, be sure to put yourself between your date and the road’ or ’whatever you do, don’t make the girl pay for anything’. Okay! For your date tomorrow, make sure you follow all of these rules. And after that, there’s... carry a clean handkerchief. Spread it out when the girl goes to sit on a park bench."
Rintaro,I’m not her butler.,"But that’s what the book says. When it’s time to eat, avoid fast food of all kinds. Family restaurants are borderline acceptable. Anything else depends on your budget."
Rintaro,Family restaurants are borderline...,Arrive at the meeting place at least 15 minutes early. Tardiness is unacceptable.
Rintaro,15 minutes early...,"Then you just need to decide where to take her. Movies, art galleries, strolling through town, and food are all safe."
Rintaro,"I see. It’s easier than I thought. I was under the impression that a first date required going to a beautiful beach resort, exchanging your first kiss bathed in the light of the setting sun, and stuff like that.","Ah, that’s really romantic! ...I mean, that’s virgin imagination at full throttle. You’ve read too much manga."
Rintaro,You too.,"Besides, your date’s a minor, so don’t even think about bringing her to a hotel, okay?"
Rintaro,...What do you take me for?,That just about covers it. Well? Was my lecture helpful?
Faris,"Hmmya? Not her, nya? Then... Is it her, nya?",Hwehh...!
Faris,"Then some other girl, nya? Kyouma, you tomcat, you’re making moves on too many girls, nya.","Oh-ho... So you’re making moves on too many girls, huh?"
Luka,El Psy Kongroo.,Okabe? Mayuri called. She was mad. You stood her up on your promise to go to ComiMa.
Rintaro,Christina. I need you to enter a number into the PhoneWave (name subject to change).,What? Explain yourself.
Rintaro,"I couldn’t save you, Mayuri. No... I chose not to save you. I abandoned you, Mayuri.",Okabe. It’s been three days. Will you at least eat something?
Rintaro,...I didn’t send the D-Mail.,What do you mean?
Rintaro,...I couldn’t change Lukako back into a guy. Instead... I chose to accept fate. I stood by... and let Mayuri die.,"... ...Will you eat? I can make cup noodles, if you like. Or should I go get something?"
Rintaro,Say something. I killed Mayuri. Why won’t you blame me?,"I suppose I could, but why? It looks like you’ve already blamed yourself enough. Maybe we just don’t have the right to change the past after all. Besides... No one can blame you. You’ve been fighting alone this whole time, one man disconnected from causality. No one else can understand your pain. No one else can understand the meaning of your choice. There’s no way I can blame you, when I haven’t time leaped even once."
Rintaro,...How can you be so understanding?,"I’m not. When you chose to save Mayuri with the Time Leap Machine, you must have known that no one would ever understand. So accept what you’ve done. Do that, and you’ll never forget the meaning of your choice. However... You should also take responsibility for the girl you did save. Mayuri is dead. It’s sad -- no, sad doesn’t even begin to describe it -- but Mayuri is gone. You couldn’t change convergence. You couldn’t defy fate. But she is still alive. Thanks to you, she’s still alive, as a girl. And I think she’s suffering alone, just like you. Aren’t you the only one who can understand her suffering? You’re her accomplice, remember?"
Mayuri,"Phew. I’m stuffed! I barely ate today, so I was hungry!",Is there more tomorrow?
Rintaro,"I’ll pass, but my assistant looks like she wants to go.",What!? Hey! Don’t put words in my mouth!
Rintaro,I saw your eyes sparkling while you listened to Mayuri’s cosplay stories.,"Maybe, but nobody said anything about going."
Mayuri,"Come on, Chris-chan!",No way. I’d suffocate in a crowd like that.
Mayuri,"It’s not as crowded on day two! If you’re worried, come in the afternoon. All the popular stuff will be sold out, though.","You go, Okabe. You’re Mayuri’s guardian, aren’t you?"
Mayuri,"No, Mayushii is Okarin’s hostage!","Oh, right. That’s what it was. Well you don’t want your hostage to escape, do you? Shouldn’t you take her along in handcuffs or something?"
Rintaro,I’ve got business in Akiba.,"What do you mean, business?"
Rintaro,Christina. We need to talk.,Again? Abrupt as usual.
Rintaro,"Hm? What do you mean, again?",Nothing.
Rintaro,"So, Christina.",I’m not going to ComiMa.
Rintaro,"You said ’again’ just now. We’ve talked like this before, just the two of us?",Losing your memory now? Does our little mad scientist have an acetylcholine deficiency?
Rintaro,I’m being serious.,You’re acting weird today. What’s going on?
Rintaro,Please. I need to know.,"I mean, yeah. This is like the fifth time you’ve brought me outside to talk about the Time Leap Machine."
Rintaro,Have we talked about my time leaping?,You’re time leaping?
Rintaro,More than a dozen times already.,That many!? What the hell are you doing!? ...I think I get it. Don’t wear yourself out.
Rintaro,It’s a disgrace to be comforted by my assistant.,"Why are you always like that!? I’m even trying to be nice. You’re really full of yourself, you know?"
Rintaro,"I don’t need your sympathy. Everything that happened is my fault. I’m just getting what I deserve. ...Come to think of it, every time I explain this to you, I always end up hating myself in the end.",Okabe...
Rintaro,"Don’t worry about me. Worry about Mayuri. Mayuri will probably die tomorrow. I don’t know how it will happen. Sorry about this, but I want you to be there when she dies tomorrow night.",That’s why you want me to go to ComiMa?
Rintaro,"There’s nothing we can do to prevent her death. Just stay close and tell me when it happens. Once I know, I’ll make the time leap.","I can’t believe there’s nothing we can do. It just doesn’t feel real. But it’s the truth, isn’t it? I can see it in your eyes. ...Are you okay?"
Rintaro,No. I still haven’t saved Mayu--,I know. That’s not what I meant. Are you okay?
Rintaro,I don’t follow.,You’re carrying an awful burden.
Rintaro,"I told you not to worry about me. It’s Mayuri you need to worry about. Tomorrow, I’m going to look for Moeka. I wish there were some way that Mayuri wouldn’t have to suffer...",Then why don’t you time leap now?
Rintaro,I can’t plan effectively without knowing the deadline.,"I don’t want to see Mayuri die either, you know."
Rintaro,"I know how you feel, but you’re the only one I can ask.",Where did all this trust come from?
Rintaro,"...You’re my assistant, after all.",You’re so full of yourself.
Rintaro,... Time leap... Electrical discharge!? ... In other words... I have nothing. ...! Hello!?,"Okabe! She’s... aah... why... I don’t... She just... I saw it happen! She’s dead! Mayuri’s dead! This... this can’t be... She s-suddenly collapsed. Why!? It doesn’t make sense. She’s not breathing. She won’t answer at all. Please, Mayuri! Okabe, what should I... what do I do? Help! Please! Mayuri’s dead!"
Rintaro,...Dammit. Hello?,Finally. Where are you?
Rintaro,Hello.,Where are you?
Rintaro,"...Sorry, I’m busy.","Is it woman? You’re with a woman, aren’t you?"
Rintaro,Is that the first thing that comes to mind? You really are a mainstream girl.,"Shut up. You promised you’d help with the PhoneWave, remember? Or is your lab mem number just for show?"
Rintaro,Get Daru to help. I can’t do it today.,...What are you doing? Where are you?
Rintaro,Kiryu Moeka’s apartment.,So you are with a woman. You’re the worst. You have to take it from her by force.
Rintaro,You’ve seen too many Hollywood movies.,"You’re up against an agent of SERN. Play nice and you could end up dead. Don’t hesitate. Remember you’re doing this to save Mayuri. I know you’re pretty weak and scrawny, but you should be able to handle her in her current state. You might think I’m a monster for saying this... not that I care what you think, but... Kill her if you have to."
Rintaro,"You’re a monster. But you’re not a hypocrite, and that’s what I love about you, Christina.",L-love!? Uh...
Rintaro,I mean it. I wish my conviction were as strong as yours.,"...Well, thanks."
Rintaro,"But that’s not all, right? There’s a reason you’re willing to suggest murder as an option. How did you reach that conclusion?","Good, you’re still thinking. I can’t be certain whether your story is true, and I don’t quite understand this attractor field hypothesis. But based on what you told me... If this Kiryu woman commits suicide four days from now, then that means her death flag is already active. In other words, this worldline has approved her death. On previous worldlines where that wasn’t the case, you probably couldn’t have killed her even if you tried. Something would have happened to prevent it. Or possibly, killing her would have caused a dramatic shift in worldline divergence. But on this specific worldline, her death is already certain. As you’ve experienced with Mayuri’s death, the result is what matters, not the process. I believe the same applies to Kiryu. It doesn’t matter how she dies."
Rintaro,"She’s already going to die, so that makes it okay. That the kind of argument a murderer would make.","Don’t be a hypocrite. We’re not talking about right and wrong here, Okabe."
Rintaro,"But what about the law? Even if fate forgives me, society won’t.","As long as you have the Time Leap Machine, you can undo anything, even murder. The result will be that you gained the necessary information without killing anybody."
Rintaro,I understand.,"...Phew. Just remember one thing. You’re responsible for what you do. ...I guess that’s quite a thing for me to say, huh? After telling you to kill her."
Rintaro,It’s fine. Your advice was truly becoming of a mad scientist.,"Get it done, Okabe. Bye."
Moeka,"Haah, khah, haah, kpph, haah... Guh, hgg, gah, hah, geh...! Guh! Ah... gah...! Gehh, gehhehuggehgehoh-- Gehohgehohgehoh, khah, ga... beh.. gh... Gehohgehoh, bi...na...",This is Makise.
Rintaro,Get ready for a D-Mail!,"Okay, but what’s that noise!?"
Rintaro,I’m having a little trouble here.,So you didn’t kill her. Good job! It’s ready.
Rintaro,And Mayuri?,Still here. She’s at the Braun Tube Workshop trying to get the manager to turn on the CRT.
Rintaro,"You didn’t tell her anything, did you?",About her death? Of course not.
Rintaro,Good. Don’t hang up yet. ... ... ...? What? Why? Well!?,Did you send it?
Rintaro,Yes. Did it work!?,The discharge is occurring as normal.
Rintaro,"So it worked, right?",Definitely.
Rintaro,The worldline didn’t change!,You mean it failed? Why?
Rintaro,Maybe the message wasn’t enough to persuade Moeka to change models.,Could we have sent it to the wrong date?
Rintaro,It’s July 31st. I’m sure of it.,Check when the original D-Mail arrived. Maybe her reaction will change if the new one arrives just after that.
Rintaro,What a pain!,"Try sending different messages. If that doesn’t work, I’ll adjust the timer."
Rintaro,You’re a lifesaver. What’s going on there? Is Mister Braun freaking out?,"I can hear him shouting from below. Hashida and Mayuri are trying to calm him down, but who knows how long that’ll last. I don’t think there’s much time left."
Rintaro,Are you there?,Still not working?
Rintaro,"I tried two more times, but nothing. ...",Okabe? What’s wrong?
Rintaro,Nothing... changed?,Huh? What hasn’t changed?
Rintaro,No way... That sneaky little...! She’s crazy!,Okabe! Okabe!? Answer me!
Rintaro,...Christina.,What’s that pounding? Are you okay?
Rintaro,Moeka’s D-Mail wasn’t about a model exchange.,What do you mean!?
Rintaro,She must have changed the text right before we sent it. That’s why the cancellation mails aren’t working.,Did you check her history? It might still be there.
Rintaro,"Her arrival history... I should have thought of that. Checking now! ...Christina, I seem to be in a spot of trouble. If I fail, I’m leaving the rest to you.","Don’t be ridiculous! If you’re in trouble, then get out of--"
Rintaro,You at the lab?,Haah... don’t worry me like that... idiot...
Rintaro,"What, were you worried about me?","I-I mean, you set off an obvious death flag. I’m surprised you’re still alive!"
Rintaro,Where are you now?,I’m standing by at the lab.
Rintaro,Set up the machine. I’m sending another D-Mail.,Destination?
Rintaro,"...July 31st, 11 AM.","11 AM on the 31st... Okay, all set."
Rintaro,"Alright, activate it.",Activated.
Rintaro,Nothing. Why won’t it change!?,Another mistake?
Rintaro,"No, there’s no way! I know what Moeka’s message said. This D-Mail should have canceled it.",What did the first D-Mail say?
Rintaro,"That the IBN 5100 was at Yanabayashi Shrine. I tried to cancel it by telling her it’s a trap, but it didn’t work. I’ll try to phrase it differently.","Wait. We went through this with the LOTO SIX experiment, remember? The person who reads the D-Mail chooses whether or not to act accordingly. Kiryu learned that the IBN 5100 was at the shrine. Though the cancellation mail came right afterward, I guess she ignored it and went anyway."
Rintaro,Maybe she didn’t believe the cancellation mail. Or maybe she was so diligent she decided to check it out even when told not to.,"Damn. Even when told it was too risky to go to the shrine, she went anyway..."
Rintaro,We need a more persuasive message. Something that will prevent her from going to the shrine.,Like what?
Rintaro,What if I send a D-Mail to myself on July 30th? Could I beat her to the IBN 5100?,Were you even interested in the IBN 5100 then?
Rintaro,... ...FB.,What?
Rintaro,"Moeka’s handler. She’s obsessed with FB. If the mail comes from FB, she’ll do whatever it says.",Do you have FB’s phone?
Rintaro,No. They haven’t even met. We don’t know where FB is.,Then there’s nothing we can do.
